Level,Date and Time,Source,Event ID,Task Category
Information,04/08/2018 16:06:19,EventLog,6005,None,The Event log service was started.
Information,04/08/2018 16:06:19,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 17134  Multiprocessor Free.
Error,04/08/2018 16:06:19,EventLog,6008,None,The previous system shutdown at 11:09:25 on ‎02/‎08/‎2018 was unexpected.
Information,04/08/2018 16:06:05,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2070‎-‎12‎-‎04T21:41:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04/08/2018 16:06:05,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2036‎-‎09‎-‎29T15:47:10.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04/08/2018 16:06:05,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2083‎-‎04‎-‎08T17:57:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was false. The last boot's success status was true.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,04/08/2018 16:06:04,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2018‎-‎08‎-‎04T14:06:03.498415900Z.
Warning,02/08/2018 11:27:39,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name analytics.twitter.com timed out after none of the configured DNS servers responded.
Information,02/08/2018 11:03:26,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,02/08/2018 10:54:58,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name g.live.com timed out after none of the configured DNS servers responded.
Error,02/08/2018 10:50:21,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,02/08/2018 10:48:20,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/08/2018 10:48:15,Service Control Manager,7040,None,The start type of the Touch Keyboard and Handwriting Panel Service service was changed from demand start to auto start.
Error,02/08/2018 10:47:47,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/08/2018 10:47:36,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,02/08/2018 10:47:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.OneConnect_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,02/08/2018 10:47:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 14 keys and creating 3 modified pages.
Information,02/08/2018 10:47:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 61 keys and creating 14 modified pages.
Information,02/08/2018 10:47:33,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat was cleared updating 11 keys and creating 3 modified pages.
Information,02/08/2018 10:47:33,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 784 keys and creating 82 modified pages.
Information,02/08/2018 10:47:30,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Settings\settings.dat was cleared updating 36 keys and creating 9 modified pages.
Information,02/08/2018 10:47:30,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 4 keys and creating 1 modified pages.
Information,02/08/2018 10:47:24,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎08‎-‎01T19:04:57.658093900Z
Wake Time: ‎2018‎-‎08‎-‎02T08:47:22.659939500Z

Wake Source: Unknown"
Warning,02/08/2018 10:47:24,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,02/08/2018 10:47:24,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Error,02/08/2018 10:47:24,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,02/08/2018 10:47:24,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,02/08/2018 10:47:23,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/08/2018 10:47:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 15804 keys and creating 1473 modified pages.
Information,02/08/2018 10:47:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\ntuser.dat was cleared updating 3929 keys and creating 689 modified pages.
Information,02/08/2018 10:47:23,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Error,02/08/2018 10:47:22,BTHUSB,17,None,The local Bluetooth adapter has failed in an undetermined manner and will not be used. The driver has been unloaded.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-General,16,None,The access history in hive \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD was cleared updating 83 keys and creating 6 modified pages.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,02/08/2018 10:47:22,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,02/08/2018 10:47:21,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Warning,02/08/2018 10:47:21,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Information,02/08/2018 10:47:20,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎08‎-‎02T08:47:20.500000000Z from ‎2018‎-‎08‎-‎01T19:05:00.035307700Z.

Change Reason: System time synchronized with the hardware clock."
Information,01/08/2018 21:05:00,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Warning,01/08/2018 21:04:58,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Warning,01/08/2018 21:04:58,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Information,01/08/2018 21:04:58,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,01/08/2018 21:04:57,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,01/08/2018 21:04:57,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,01/08/2018 21:04:56,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,01/08/2018 21:04:55,Service Control Manager,7040,None,The start type of the Touch Keyboard and Handwriting Panel Service service was changed from auto start to demand start.
Information,01/08/2018 21:04:54,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-JRHB8O7) has initiated the power off of computer DESKTOP-JRHB8O7 on behalf of user DESKTOP-JRHB8O7\Philipp Wise for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shut-down Type: power off
 Comment: "
Information,01/08/2018 20:42:04,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,01/08/2018 19:52:44,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,01/08/2018 19:52:44,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,01/08/2018 19:52:00,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,01/08/2018 19:51:59,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,01/08/2018 19:34:30,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Keyboard."
