Level,Date and Time,Source,Event ID,Task Category
Information,05/07/2018 18:01:17,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Lid."
Warning,05/07/2018 18:01:16,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Warning,05/07/2018 18:01:16,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Error,05/07/2018 18:01:16,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WSearch service.
Error,05/07/2018 17:57:29,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05/07/2018 17:57:26,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Warning,05/07/2018 17:57:26,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Information,05/07/2018 17:57:26,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Lid."
Information,05/07/2018 17:37:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Error,05/07/2018 16:11:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,05/07/2018 16:06:11,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,05/07/2018 16:05:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,05/07/2018 16:05:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05/07/2018 16:04:51,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Error,05/07/2018 16:04:02,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,05/07/2018 16:04:02,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,05/07/2018 16:04:02,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,05/07/2018 16:04:00,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,05/07/2018 16:03:57,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,05/07/2018 16:03:57,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\System32\config\COMPONENTS was cleared updating 101337 keys and creating 11725 modified pages.
Information,05/07/2018 16:03:56,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\SurfaceUsbHubFwUpdateService.exe (process ID:4236) reset policy scheme from {381B4222-F694-41F0-9685-FF5BB260DF2E} to {381B4222-F694-41F0-9685-FF5BB260DF2E}
Information,05/07/2018 16:03:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\AppCompat\Programs\Amcache.hve was cleared updating 2862 keys and creating 1069 modified pages.
Information,05/07/2018 16:03:52,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Error,05/07/2018 16:03:52,Service Control Manager,7024,None,"The Intel(R) Audio Service service terminated with the following service-specific error: 
The operation completed successfully."
Information,05/07/2018 16:03:51,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\SurfaceUsbHubFwUpdateService.exe (process ID:4236) reset policy scheme from {381B4222-F694-41F0-9685-FF5BB260DF2E} to {381B4222-F694-41F0-9685-FF5BB260DF2E}
Information,05/07/2018 16:03:49,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,05/07/2018 16:03:49,Microsoft-Windows-Kernel-Power,520,(218),The brightness on this system is managed by high-precision brightness aware service.
Information,05/07/2018 16:03:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\bbimigrate\BBI was cleared updating 1 keys and creating 1 modified pages.
Information,05/07/2018 16:03:48,Service Control Manager,7040,None,The start type of the TabletInputService service was changed from demand start to auto start.
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2011‎-‎01‎-‎05T19:54:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2005‎-‎05‎-‎17T04:25:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2005‎-‎05‎-‎17T04:25:49.000000000Z) unloaded successfully."
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2005‎-‎05‎-‎17T04:25:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2043‎-‎06‎-‎20T21:30:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:48,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2024‎-‎12‎-‎17T03:40:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:48,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,05/07/2018 16:03:48,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,05/07/2018 16:03:48,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,05/07/2018 16:03:48,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,05/07/2018 16:03:48,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,05/07/2018 16:03:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\BBI was cleared updating 312 keys and creating 82 modified pages.
Information,05/07/2018 16:03:47,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\NTUSER.DAT was cleared updating 112 keys and creating 20 modified pages.
Information,05/07/2018 16:03:47,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\LocalService\NTUSER.DAT was cleared updating 73 keys and creating 19 modified pages.
Information,05/07/2018 16:03:47,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,05/07/2018 16:03:47,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,05/07/2018 16:03:47,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,05/07/2018 16:03:47,Microsoft-Windows-Wininit,14,None,"Credential Guard (LsaIso.exe) configuration: 0x0, 0"
Warning,05/07/2018 16:03:46,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device {5E9A8CDC-14AB-4609-A017-68BCE594AB68}\SurfaceBaseFwUpdate\8&18c2e47d&0&1.
Information,05/07/2018 16:03:46,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,05/07/2018 16:03:46,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device {4E781CFC-87EE-459B-A319-9B0531EB7485}\SurfaceKeyboardAmbientBacklight\8&18c2e47d&0&0.
Information,05/07/2018 16:03:46,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,05/07/2018 16:03:44,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,05/07/2018 16:03:43,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Warning,05/07/2018 16:03:42,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device {6c8abe47-dac0-4b99-affa-4fff050e3cdc}\SurfaceDigitizerPenPairing\5&141f7bd2&0&0.
Information,05/07/2018 16:03:42,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,05/07/2018 16:03:42,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Warning,05/07/2018 16:03:42,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\MSHW0030&Col01\5&294f3b18&0&0000.
Information,05/07/2018 16:03:42,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,05/07/2018 16:03:41,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,05/07/2018 16:03:41,SurfaceStorageFwUpdate,4,None,Storage Firmware install failed.
Information,05/07/2018 16:03:40,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,05/07/2018 16:03:40,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 35
Minimum throttle percentage: 3"
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 32
Minimum throttle percentage: 3"
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 32
Minimum throttle percentage: 3"
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 14
Minimum throttle percentage: 3"
Warning,05/07/2018 16:03:39,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ACPI\MSHW0041\2&daba3ff&1.
Information,05/07/2018 16:03:39,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,05/07/2018 16:03:39,Microsoft-Windows-Kernel-General,15,None,Hive \SystemRoot\System32\Config\SOFTWARE was reorganized with a starting size of 110448640 bytes and an ending size of 109318144 bytes.
Information,05/07/2018 16:03:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\DEFAULT was cleared updating 354 keys and creating 53 modified pages.
Information,05/07/2018 16:03:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SECURITY was cleared updating 83 keys and creating 4 modified pages.
Information,05/07/2018 16:03:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SAM was cleared updating 72 keys and creating 7 modified pages.
Information,05/07/2018 16:03:35,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{e6460861-32f5-4c57-b316-572b84be1b60} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Critical,05/07/2018 16:03:35,Microsoft-Windows-Kernel-Power,41,(63),"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,05/07/2018 16:03:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2094‎-‎02‎-‎20T12:14:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2070‎-‎12‎-‎16T01:13:56.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:35,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,05/07/2018 16:03:48,EventLog,6013,None,The system uptime is 16 seconds.
Information,05/07/2018 16:03:48,EventLog,6005,None,The Event log service was started.
Information,05/07/2018 16:03:48,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 17134  Multiprocessor Free.
Error,05/07/2018 16:03:48,EventLog,6008,None,The previous system shutdown at 14:53:56 on ‎04/‎07/‎2018 was unexpected.
Information,05/07/2018 16:03:33,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎1972‎-‎06‎-‎04T07:04:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:33,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2036‎-‎09‎-‎29T15:47:10.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:33,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2083‎-‎04‎-‎08T17:57:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was false. The last boot's success status was true.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,05/07/2018 16:03:32,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2018‎-‎07‎-‎05T14:03:31.498806800Z.
Information,04/07/2018 14:26:07,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,04/07/2018 14:09:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 14:08:19,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 14:08:05,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 14:08:05,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,04/07/2018 14:08:04,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎07‎-‎04T11:06:41.337494300Z
Wake Time: ‎2018‎-‎07‎-‎04T12:08:02.759468800Z

Wake Source: Unknown"
Error,04/07/2018 14:08:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,04/07/2018 14:08:03,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Error,04/07/2018 14:08:02,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {F9D56E57-600D-4A91-ACF6-D434836E61B9}, had event Fatal error: The miniport has failed a power transition to operational power"
Warning,04/07/2018 14:08:02,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,04/07/2018 14:08:02,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,04/07/2018 14:08:02,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,04/07/2018 14:08:02,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,04/07/2018 14:08:02,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,04/07/2018 14:08:02,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,04/07/2018 14:08:02,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,04/07/2018 14:08:01,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,04/07/2018 14:08:00,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎04T12:08:00.500000000Z from ‎2018‎-‎07‎-‎04T11:06:50.184667100Z.

Change Reason: System time synchronized with the hardware clock."
Information,04/07/2018 13:06:50,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,04/07/2018 13:06:48,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,04/07/2018 13:06:39,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,04/07/2018 13:06:39,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,04/07/2018 13:06:37,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,04/07/2018 13:06:30,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,04/07/2018 13:06:14,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Lid."
Error,04/07/2018 13:06:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,04/07/2018 13:06:08,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Lid."
Information,04/07/2018 12:20:48,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,04/07/2018 12:20:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,04/07/2018 12:20:37,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,04/07/2018 12:00:00,EventLog,6013,None,The system uptime is 1479861 seconds.
Information,04/07/2018 10:59:46,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,04/07/2018 10:56:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,04/07/2018 10:44:26,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFHVJL-MICROSOFT.OFFICE.ONENOTE
Information,04/07/2018 10:44:26,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFHVJL-MICROSOFT.OFFICE.ONENOTE
Information,04/07/2018 10:44:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Office.OneNote_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,04/07/2018 10:44:21,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.OneNote_16001.10228.20096.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,04/07/2018 10:43:36,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ3Q2-Microsoft.BingWeather
Information,04/07/2018 10:43:26,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ3Q2-Microsoft.BingWeather
Information,04/07/2018 10:43:24,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,04/07/2018 10:43:20,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.BingWeather_4.25.11802.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,04/07/2018 10:43:14,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRDTBJJ-MICROSOFT.GETSTARTED
Information,04/07/2018 10:43:06,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Getstarted_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,04/07/2018 10:43:06,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRDTBJJ-MICROSOFT.GETSTARTED
Information,04/07/2018 10:43:06,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,04/07/2018 10:43:06,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJBBG-MICROSOFT.WINDOWSCAMERA
Information,04/07/2018 10:43:06,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJBBG-MICROSOFT.WINDOWSCAMERA
Information,04/07/2018 10:43:02,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,04/07/2018 10:42:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCamera_2018.426.70.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
